X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8819470.33525691,5435331.87455452,80775045,,2017,2017/04/04 04:00:00+00,10,MCLEVIN AVE,TAPSCOTT RD,,Minor Arterial,Scarborough,23,43.80511,-79.22665,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,,North,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,145,Malvern West,132,Malvern (132),D42,5543
-8857163.89407595,5424857.70113942,80545165,,2016,2016/07/05 04:00:00+00,1120,ALBION RD,ISLINGTON AVE,,Major Arterial,Etobicoke York,1,43.737166,-79.565257,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Inattentive,,,,,,,Yes,,Yes,,,,,,,,,,,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),D23,5544
-8842264.67078919,5411372.59624892,80775113,,2017,2017/04/04 04:00:00+00,853,DUFFERIN ST,DUNDAS ST W,,Minor Arterial,Toronto and East York,9,43.649577,-79.431415,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,84,Little Portugal,84,Little Portugal (84),D14,5545
-8817127.05997571,5428989.89714725,80945143,,2018,2018/06/20 04:00:00+00,1535,3930 LAWRENCE AVE E,,3 m South of,Major Arterial,Scarborough,24,43.76398,-79.2056,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,,,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),D43,5546
-8849358.06006203,5416889.64172968,80790886,,2017,2017/12/18 05:00:00+00,1735,EGLINTON AVE W,WESTON RD,,Major Arterial,Etobicoke York,5,43.685427,-79.495136,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,59,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,115,Mount Dennis,115,Mount Dennis (115),D12,5547
-8835458.37448311,5413051.8299664,80768589,,2016,2016/12/12 05:00:00+00,2255,232 SEATON ST,,12 m East of,Local,Toronto and East York,13,43.660491,-79.370273,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,South,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb,Other,Unknown,,,,,,,Yes,,Yes,,,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,5548
-8829868.24361394,5434453.94511326,80932817,,2018,2018/03/26 04:00:00+00,1604,BRIDLETOWNE CRCL,BEVERLY GLEN BLVD,,Minor Arterial,Scarborough,22,43.799418,-79.320056,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,147,L'Amoreaux West,117,L'Amoreaux (117),D42,5549
-8849358.06006203,5416889.64172968,80790887,,2017,2017/12/18 05:00:00+00,1735,EGLINTON AVE W,WESTON RD,,Major Arterial,Etobicoke York,5,43.685427,-79.495136,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,65 to 69,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,115,Mount Dennis,115,Mount Dennis (115),D12,5550
-8850777.16093066,5428254.8306683,80945641,,2018,2018/06/23 04:00:00+00,205,FINCH AVE W,TOBERMORY DR,,Major Arterial,North York,7,43.759211,-79.507884,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Unknown,,,,,,,Yes,,Yes,,,,,,Yes,Yes,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,5551
-8835458.37448311,5413051.8299664,80768590,,2016,2016/12/12 05:00:00+00,2255,232 SEATON ST,,12 m East of,Local,Toronto and East York,13,43.660491,-79.370273,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,Unknown,,,,,Other / Undefined,Other,Normal,,,,Yes,,Yes,,,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,5552
-8818604.82621599,5425773.39292677,80632039,,2016,2016/07/05 04:00:00+00,2005,EGLINTON AVE E,MARKHAM RD,13 m West of,Major Arterial,Scarborough,2024,43.743109,-79.218875,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,139,Scarborough Village,139,Scarborough Village (139),D43,5553
-8826596.78641851,5436265.11333968,80566648,,2016,2016/12/13 05:00:00+00,1440,MIDLAND AVE,KILCULLEN CASTLE GT,,Major Arterial,Scarborough,2223,43.81116,-79.290668,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,129,Agincourt North (129),D42,5554
-8850777.16093066,5428254.8306683,80945642,,2018,2018/06/23 04:00:00+00,205,FINCH AVE W,TOBERMORY DR,,Major Arterial,North York,7,43.759211,-79.507884,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,North,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,Yes,Yes,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,5555
-8848907.88404126,5422911.36835167,80875564,,2018,2018/03/29 04:00:00+00,1221,WILSON AVE,JULIAN RD,,Major Arterial,North York,6,43.724532,-79.491092,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Passenger,90 to 94,None,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,5556
-8853931.51002178,5427331.18687507,80894998,,2017,2017/12/18 05:00:00+00,2151,FINCH AVE W,SIGNET  DR,,Major Arterial,Etobicoke York,7,43.753218,-79.53622,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,West,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,Yes,,,22,Humbermede,22,Humbermede (22),D31,5557
-8826596.78641851,5436265.11333968,80566658,,2016,2016/12/13 05:00:00+00,1440,MIDLAND AVE,KILCULLEN CASTLE GT,,Major Arterial,Scarborough,2223,43.81116,-79.290668,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,77,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,129,Agincourt North (129),D42,5558
-8842264.67078919,5411372.59624892,80775114,,2017,2017/04/04 04:00:00+00,853,DUFFERIN ST,DUNDAS ST W,,Minor Arterial,Toronto and East York,9,43.649577,-79.431415,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,South,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,84,Little Portugal,84,Little Portugal (84),D14,5559
-8848907.88404126,5422911.36835167,80875566,,2018,2018/03/29 04:00:00+00,1221,WILSON AVE,JULIAN RD,,Major Arterial,North York,6,43.724532,-79.491092,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,18,North,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,Yes,,,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,5560
-8840058.98639861,5419728.85721612,80945391,,2018,2018/06/23 04:00:00+00,1259,EGLINTON AVE W,CASTLE KNOCK RD,,Major Arterial,North York,812,43.703868,-79.411601,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,50 to 54,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,101,Forest Hill South,101,Forest Hill South (101),D53,5561
-8853931.51002178,5427331.18687507,80894999,,2017,2017/12/18 05:00:00+00,2151,FINCH AVE W,SIGNET  DR,,Major Arterial,Etobicoke York,7,43.753218,-79.53622,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,Yes,,,22,Humbermede,22,Humbermede (22),D31,5562
-8837072.06182165,5414838.17790402,80632393,,2016,2016/12/14 05:00:00+00,1036,PARK RD,CHURCH ST,,Major Arterial,Toronto and East York,11,43.672099,-79.384769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,5563
-8848907.88404126,5422911.36835167,80877077,,2018,2018/03/29 04:00:00+00,1221,WILSON AVE,JULIAN RD,,Major Arterial,North York,6,43.724532,-79.491092,Intersection,Intersection Related,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Driver,50 to 54,None,,West,Passenger Van,Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,Yes,,,,,,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),D31,5564
-8852369.58624646,5417435.21572241,80774328,,2017,2017/04/05 04:00:00+00,1454,4 RIDGEMOUNT RD,CHAPMAN RD,2 m East of,Local,Etobicoke York,2,43.688971,-79.522189,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,,West,"Automobile, Station Wagon",Reversing,Other,,,,,,,,Yes,,Yes,,,,,,,,,,,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),D23,5565
-8818604.82621599,5425773.39292677,80632040,,2016,2016/07/05 04:00:00+00,2005,EGLINTON AVE E,MARKHAM RD,13 m West of,Major Arterial,Scarborough,2024,43.743109,-79.218875,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,South,,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,Yes,,,,139,Scarborough Village,139,Scarborough Village (139),D43,5566
-8840058.98639861,5419728.85721612,80945877,,2018,2018/06/23 04:00:00+00,1259,EGLINTON AVE W,CASTLE KNOCK RD,,Major Arterial,North York,812,43.703868,-79.411601,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,34,Unknown,,,,,Other / Undefined,Running onto Roadway,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,101,Forest Hill South,101,Forest Hill South (101),D53,5567
-8829672.09867117,5423155.21515997,80565144,,2016,2016/07/06 04:00:00+00,2304,EGLINTON AVE E,SWIFT DR,12 m West of,Major Arterial,North York,16,43.726115,-79.318294,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,Yes,,Yes,,,,,,,,,,,43,Victoria Village,43,Victoria Village (43),D55,5568
-8829479.29331311,5413943.42186131,80909026,,2017,2017/12/19 05:00:00+00,603,COXWELL AVE,QUEEN ST E,,Minor Arterial,Toronto and East York,1419,43.666285,-79.316562,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,South,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),D55,5569
-8837072.06182165,5414838.17790402,80632394,,2016,2016/12/14 05:00:00+00,1036,PARK RD,CHURCH ST,,Major Arterial,Toronto and East York,11,43.672099,-79.384769,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,North,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,5570
-8832867.96993235,5430694.07723302,80908719,,2018,2018/03/29 04:00:00+00,2226,DON MILLS RD,SHEPPARD AVE E,,Major Arterial,North York,17,43.775035,-79.347003,Intersection,At Intersection,Traffic Controller,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,53,Henry Farm,53,Henry Farm (53),D33,5571
-8852369.58624646,5417435.21572241,80774329,,2017,2017/04/05 04:00:00+00,1454,4 RIDGEMOUNT RD,CHAPMAN RD,2 m East of,Local,Etobicoke York,2,43.688971,-79.522189,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Minimal,,North,,,,,Vehicle is reversing and hits pedestrian,Other,Normal,,,,Yes,,Yes,,,,,,,,,,,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),D23,5572
-8832867.96993235,5430694.07723302,80908720,,2018,2018/03/29 04:00:00+00,2226,DON MILLS RD,SHEPPARD AVE E,,Major Arterial,North York,17,43.775035,-79.347003,Intersection,At Intersection,Traffic Controller,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,53,Henry Farm,53,Henry Farm (53),D33,5573
-8836243.95612964,5411094.90741715,80945556,,2018,2018/06/24 04:00:00+00,1740,WELLINGTON ST E,YONGE ST,,Major Arterial,Toronto and East York,13,43.647772,-79.37733,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,West,Delivery Van,Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,168,Downtown Yonge East,75,Church-Yonge Corridor (75),D51,5574
-8836642.2572677,5409856.71678502,80632395,,2016,2016/12/14 05:00:00+00,1704,QUEENS QY W,YORK ST,69 m West of,Minor Arterial,Toronto and East York,10,43.639723,-79.380908,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),D52,5575
-8829479.29331311,5413943.42186131,80909027,,2017,2017/12/19 05:00:00+00,603,COXWELL AVE,QUEEN ST E,,Minor Arterial,Toronto and East York,1419,43.666285,-79.316562,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Truck Driver,30 to 34,None,,South,"Truck - Closed (Blazer, etc)",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,,,Yes,,,,,Yes,,,,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),D55,5576
-8829672.09867117,5423155.21515997,80565145,,2016,2016/07/06 04:00:00+00,2304,EGLINTON AVE E,SWIFT DR,12 m West of,Major Arterial,North York,16,43.726115,-79.318294,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,,North,,,,,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,43,Victoria Village,43,Victoria Village (43),D55,5577
-8852369.58624646,5417435.21572241,80774330,,2017,2017/04/05 04:00:00+00,1454,4 RIDGEMOUNT RD,CHAPMAN RD,2 m East of,Local,Etobicoke York,2,43.688971,-79.522189,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,North,,,,,Vehicle is reversing and hits pedestrian,Other,Normal,,,,Yes,,Yes,,,,,,,,,,,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),D23,5578
-8840665.45498446,5434328.09279299,80892415,,2018,2018/04/02 04:00:00+00,1310,STEELES AVE E,DUMONT ST,13 m West of,Major Arterial,North York,18,43.798602,-79.417049,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,50,Newtonbrook East,50,Newtonbrook East (50),D32,5579
-8836243.95612964,5411094.90741715,80945557,,2018,2018/06/24 04:00:00+00,1740,WELLINGTON ST E,YONGE ST,,Major Arterial,Toronto and East York,13,43.647772,-79.37733,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,168,Downtown Yonge East,75,Church-Yonge Corridor (75),D51,5580
-8823490.86130589,5438834.09068418,80790890,,2017,2017/12/20 05:00:00+00,1845,PASSMORE AVE,MAYBROOK DR,,Collector,Scarborough,23,43.827811,-79.262767,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,61,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,130,Milliken (130),D42,5581
-8847806.37767986,5407263.0382263,80564310,,2016,2016/07/10 04:00:00+00,2240,LAKE SHORE BLVD W,MARINE PARADE DR,,Major Arterial,Etobicoke York,3,43.622859,-79.481197,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),D22,5582
-8839523.98492586,5412085.70247697,80910053,,2017,2017/04/06 04:00:00+00,1549,NASSAU ST,BATHURST ST,,Major Arterial,Toronto and East York,11,43.654212,-79.406795,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,East,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,5583
-8840665.45498446,5434328.09279299,80892416,,2018,2018/04/02 04:00:00+00,1310,STEELES AVE E,DUMONT ST,13 m West of,Major Arterial,North York,18,43.798602,-79.417049,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,50,Newtonbrook East,50,Newtonbrook East (50),D32,5584
-8847806.37767986,5407263.0382263,80564311,,2016,2016/07/10 04:00:00+00,2240,LAKE SHORE BLVD W,MARINE PARADE DR,,Major Arterial,Etobicoke York,3,43.622859,-79.481197,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,,South,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),D22,5585
-8836243.95612964,5411094.90741715,80945558,,2018,2018/06/24 04:00:00+00,1740,WELLINGTON ST E,YONGE ST,,Major Arterial,Toronto and East York,13,43.647772,-79.37733,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,East,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,168,Downtown Yonge East,75,Church-Yonge Corridor (75),D51,5586
-8823490.86130589,5438834.09068418,80790891,,2017,2017/12/20 05:00:00+00,1845,PASSMORE AVE,MAYBROOK DR,,Collector,Scarborough,23,43.827811,-79.262767,Mid-Block,Non Intersection,No Control,Other,Daylight,Other,Fatal,Pedestrian Collisions,Driver,50 to 54,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,130,Milliken (130),D42,5587
-8838813.09865766,5409304.05335801,80920780,,2018,2018/04/03 04:00:00+00,2220,FLEET ST,BATHURST ST,80 m West of,Major Arterial,Toronto and East York,10,43.63613,-79.400409,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,,Unknown,,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,,,,Yes,,,,,Yes,,,,,,,,163,Fort York-Liberty Village,82,Niagara (82),D14,5588
-8836642.2572677,5409856.71678502,80632396,,2016,2016/12/14 05:00:00+00,1704,QUEENS QY W,YORK ST,69 m West of,Minor Arterial,Toronto and East York,10,43.639723,-79.380908,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,North,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),D52,5589
-8830136.63490625,5436370.47499546,80564618,,2016,2016/07/15 04:00:00+00,630,BAMBURGH CRCL,MONTAGUE PL,,Collector,Scarborough,22,43.811843,-79.322467,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,116,Steeles,116,Steeles (116),D42,5590
-8839523.98492586,5412085.70247697,80910054,,2017,2017/04/06 04:00:00+00,1549,NASSAU ST,BATHURST ST,,Major Arterial,Toronto and East York,11,43.654212,-79.406795,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,None,,,,,,,,,,,,,Yes,,Yes,,,,,Yes,,Yes,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,5591
-8824394.55293215,5417237.39524218,80790892,,2017,2017/12/21 05:00:00+00,1528,KINGSTON RD,WARDEN AVE,,Major Arterial,Scarborough,20,43.687686,-79.270885,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,62,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,5592
-8838813.09865766,5409304.05335801,80920781,,2018,2018/04/03 04:00:00+00,2220,FLEET ST,BATHURST ST,80 m West of,Major Arterial,Toronto and East York,10,43.63613,-79.400409,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,East,Street Car,Going Ahead,Driving Properly,Normal,,,,,,,Yes,,,,,Yes,,,,,,,,163,Fort York-Liberty Village,82,Niagara (82),D14,5593
-8826025.16083329,5423477.78678892,80725040,,2016,2016/12/16 05:00:00+00,1312,EGLINTON AVE E,PRUDHAM GT,55 m West of,Major Arterial,Scarborough,2120,43.728209,-79.285533,Mid-Block,Non Intersection,No Control,Clear,Daylight,Slush,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,,,,,,,Yes,,,,,Yes,,,,,,,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,5594
-8849740.21987392,5413827.85167874,81148236,,2018,2018/04/10 04:00:00+00,2256,DUNDAS ST W,GOOCH AVE,1 m West of,Major Arterial,Etobicoke York,4,43.665534,-79.498569,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,89,Runnymede-Bloor West Village,89,Runnymede-Bloor West Village (89),D11,5595
